bin,Sample,Museum,Species,Sex,Age,Year,Country,Region,Oral.health,GenomeBin,Specific lineage dataset,%Complete (specific),%Complete and single-copy (specific),%Complete and duplicated (specific),%Fragmented (specific),%Missing (specific),Total number (specific),Assembly,# contigs (>= 0 bp),# contigs (>= 1000 bp),# contigs (>= 5000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 50000 bp),Total length (>= 0 bp),Total length (>= 1000 bp),Total length (>= 5000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 50000 bp),# contigs,Largest contig,Total length,GC (%),N50,N75,L50,L75,# N's per 100 kbp,# predicted rRNA genes,Unnamed: 32,min,q1,mean,median,q3,max,bin_type,bin_path,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,classification,closest_genome_reference,closest_genome_reference_radius,closest_genome_taxonomy,closest_genome_ani,closest_genome_af,closest_placement_reference,closest_placement_radius,closest_placement_taxonomy,closest_placement_ani,closest_placement_af,pplacer_taxonomy,classification_method,note,other_related_references(genome_id;species_name;radius;ANI;AF),msa_percent,translation_table,red_value,warnings
MEGAHIT-MetaBAT2Refined-DM_005.6.fa.gz,DM_005,Adametz collection,Sus scrofa domesticus,,,<1940,,,,MEGAHIT-MetaBAT2Refined-DM_005.6.fa.gz,bacteria_odb10,84.7,84.7,0.0,6.5,8.8,124,MEGAHIT-MetaBAT2Refined-DM_005.6.fa.gz,127,127,100,67,30,7,2204851,2204851,2108657,1852914,1215236,399102,127,84980,2204851,66.11,29735,16091,26,52,0.0,2 + 0 part,,0.051,0.1695,0.1939133858267716,0.194,0.211,0.403,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-DM_005.6.fa.gz,p__Actinobacteria (UID2112),31,211,124,8,198,5,0,0,0,94.35,0.82,20.0,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__UBA1367;s__UBA1367 sp002305995,GCA_002305995.1,95.0,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__UBA1367;s__UBA1367 sp002305995,99.93,0.89,,,,,,,ani_screen,classification based on ANI only,,,,,
MEGAHIT-MetaBAT2Refined-DM_005.7.fa.gz,DM_005,Adametz collection,Sus scrofa domesticus,,,<1940,,,,MEGAHIT-MetaBAT2Refined-DM_005.7.fa.gz,bacteria_odb10,73.4,70.2,3.2,8.1,18.5,124,MEGAHIT-MetaBAT2Refined-DM_005.7.fa.gz,557,557,78,10,1,0,1854323,1854323,589436,147651,27041,0,557,27041,1854323,37.95,3609,2385,158,315,0.0,0 + 0 part,,0.0,0.099,0.2921956912028725,0.169,0.291,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-DM_005.7.fa.gz,o__Clostridiales (UID1120),304,247,141,47,190,10,0,0,0,82.78,1.62,0.0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__;s__,,,,,,,,,,,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,71.14,11.0,0.90401,
MEGAHIT-MetaBAT2Refined-DM_005.8.fa.gz,DM_005,Adametz collection,Sus scrofa domesticus,,,<1940,,,,MEGAHIT-MetaBAT2Refined-DM_005.8.fa.gz,bacteria_odb10,16.1,15.3,0.8,12.1,71.8,124,MEGAHIT-MetaBAT2Refined-DM_005.8.fa.gz,154,154,65,42,18,1,1459737,1459737,1200479,1031034,653706,53406,154,53406,1459737,57.88,22523,8032,22,50,0.0,2 + 2 part,,0.036,0.10025,0.1233701298701298,0.121,0.143,0.282,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-DM_005.8.fa.gz,p__Euryarchaeota (UID3),148,187,124,11,166,10,0,0,0,92.34,3.58,30.0,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__,,,,,,GCA_002503545.1,95.0,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus sp002503545,88.8,0.644,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__,taxonomic classification defined by topology and ANI,,GCF_000300255.2; s__Methanomethylophilus alvus; 95.0; 84.35; 0.307,86.32,11.0,0.98684,Genome not assigned to closest species as it falls outside its pre-defined ANI radius
MEGAHIT-MetaBAT2Refined-DM_005.9.fa.gz,DM_005,Adametz collection,Sus scrofa domesticus,,,<1940,,,,MEGAHIT-MetaBAT2Refined-DM_005.9.fa.gz,bacteria_odb10,66.1,66.1,0.0,9.7,24.2,124,MEGAHIT-MetaBAT2Refined-DM_005.9.fa.gz,479,479,102,23,0,0,1872799,1872799,835110,275677,0,0,479,15162,1872799,43.27,4700,2811,123,252,0.0,0 + 0 part,,0.0,0.094,0.2118434237995824,0.149,0.229,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-DM_005.9.fa.gz,o__Clostridiales (UID1120),304,250,143,52,196,2,0,0,0,85.09,1.4,50.0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__;s__,,,,,,,,,,,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,74.3,11.0,0.82243,
MEGAHIT-MaxBin2Refined-MV_082.004_sub.fa.gz,MV_082,NHM Vienna,Meles meles,,,1981,Austria,,,MEGAHIT-MaxBin2Refined-MV_082.004_sub.fa.gz,bacteria_odb10,83.0,80.6,2.4,2.4,14.6,124,MEGAHIT-MaxBin2Refined-MV_082.004_sub.fa.gz,940,940,112,13,0,0,2688569,2688569,822017,174244,0,0,940,18453,2688569,35.42,3556,2118,236,483,0.0,0 + 0 part,,0.0,0.13475,0.2350010638297872,0.195,0.26225,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-MV_082.004_sub.fa.gz,p__Bacteroidetes (UID2605),350,316,210,47,256,13,0,0,0,87.24,4.94,7.69,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__,,,,,,GCF_000379185.1,95.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga cynodegmi,91.34,0.574,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCF_002302635.1; s__Capnocytophaga stomatis; 95.0; 86.33; 0.26; GCF_009684755.1; s__Capnocytophaga felis; 95.0; 86.2; 0.242,77.58,11.0,0.99359,Genome not assigned to closest species as it falls outside its pre-defined ANI radius
MEGAHIT-MaxBin2Refined-MV_082.009_sub.fa.gz,MV_082,NHM Vienna,Meles meles,,,1981,Austria,,,MEGAHIT-MaxBin2Refined-MV_082.009_sub.fa.gz,bacteria_odb10,52.4,50.8,1.6,8.1,39.5,124,MEGAHIT-MaxBin2Refined-MV_082.009_sub.fa.gz,698,698,76,13,0,0,1806034,1806034,627120,189552,0,0,698,23088,1806034,36.29,3223,1688,145,344,0.0,0 + 1 part,,0.0,0.122,0.3389111747851003,0.211,0.4395,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-MV_082.009_sub.fa.gz,k__Bacteria (UID203),5449,104,58,30,59,15,0,0,0,68.8,8.17,0.0,d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__SC72;f__SC72;g__UBA5232;s__,,,,,,,,,,,d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__SC72;f__SC72;g__UBA5232;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,53.27,11.0,0.91494,
MEGAHIT-MaxBin2Refined-MV_082.019.fa.gz,MV_082,NHM Vienna,Meles meles,,,1981,Austria,,,MEGAHIT-MaxBin2Refined-MV_082.019.fa.gz,bacteria_odb10,79.8,79.8,0.0,8.9,11.3,124,MEGAHIT-MaxBin2Refined-MV_082.019.fa.gz,528,528,200,50,2,0,2696044,2696044,1792285,751440,57713,0,528,30622,2696044,52.59,6640,4196,124,251,0.0,0 + 0 part,,0.0,0.122,0.2619753787878788,0.192,0.283,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-MV_082.019.fa.gz,k__Bacteria (UID1452),924,163,110,17,140,5,1,0,0,86.82,6.36,12.5,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Flexilinea;s__,,,,,,GCA_029983925.1,95.0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Flexilinea;s__Flexilinea sp029983925,94.56,0.833,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Flexilinea;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,,82.16,11.0,0.99831,Genome not assigned to closest species as it falls outside its pre-defined ANI radius
MEGAHIT-MetaBAT2Refined-MV_082.10.fa.gz,MV_082,NHM Vienna,Meles meles,,,1981,Austria,,,MEGAHIT-MetaBAT2Refined-MV_082.10.fa.gz,bacteria_odb10,62.9,62.9,0.0,8.1,29.0,124,MEGAHIT-MetaBAT2Refined-MV_082.10.fa.gz,407,407,48,4,0,0,1289138,1289138,334558,46141,0,0,407,12992,1289138,38.53,3392,2421,127,239,0.0,0 + 0 part,,0.0,0.1175,0.3186486486486486,0.213,0.3755,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_082.10.fa.gz,o__Lactobacillales (UID355),490,333,183,85,240,8,0,0,0,75.38,2.89,25.0,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__;s__,,,,,,,,,,,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,65.6,11.0,0.87461,
MEGAHIT-MetaBAT2Refined-MV_082.14.fa.gz,MV_082,NHM Vienna,Meles meles,,,1981,Austria,,,MEGAHIT-MetaBAT2Refined-MV_082.14.fa.gz,bacteria_odb10,42.7,42.7,0.0,15.3,42.0,124,MEGAHIT-MetaBAT2Refined-MV_082.14.fa.gz,475,475,30,0,0,0,1270067,1270067,184342,0,0,0,475,8960,1270067,58.19,2718,2041,161,297,0.0,0 + 0 part,,0.0,0.1085,0.3195052631578947,0.207,0.423,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_082.14.fa.gz,k__Bacteria (UID1453),901,171,117,68,102,1,0,0,0,59.54,0.85,100.0,d__Bacteria;p__Actinomycetota;c__Nitriliruptoria;o__Euzebyales;f__Euzebyaceae;g__;s__,,,,,,,,,,,d__Bacteria;p__Actinomycetota;c__Nitriliruptoria;o__Euzebyales;f__Euzebyaceae;g__;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,47.05,11.0,0.788,
MEGAHIT-MetaBAT2Refined-MV_082.19.fa.gz,MV_082,NHM Vienna,Meles meles,,,1981,Austria,,,MEGAHIT-MetaBAT2Refined-MV_082.19.fa.gz,bacteria_odb10,71.8,70.2,1.6,11.3,16.9,124,MEGAHIT-MetaBAT2Refined-MV_082.19.fa.gz,378,378,159,48,6,0,2185968,2185968,1535292,770994,183027,0,378,41871,2185968,57.23,7357,4386,87,182,0.0,0 + 0 part,,0.0,0.12,0.1959153439153439,0.1695,0.233,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_082.19.fa.gz,k__Bacteria (UID209),5443,105,59,5,98,2,0,0,0,91.53,0.49,50.0,d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__;s__,,,,,,,,,,,d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,82.09,11.0,0.80175,
MEGAHIT-MetaBAT2Refined-MV_082.20.fa.gz,MV_082,NHM Vienna,Meles meles,,,1981,Austria,,,MEGAHIT-MetaBAT2Refined-MV_082.20.fa.gz,bacteria_odb10,54.0,54.0,0.0,12.9,33.1,124,MEGAHIT-MetaBAT2Refined-MV_082.20.fa.gz,632,632,65,1,0,0,1920326,1920326,407080,10894,0,0,632,10894,1920326,48.82,3292,2327,205,378,0.0,0 + 0 part,,0.0,0.119,0.2552610759493671,0.185,0.28525,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_082.20.fa.gz,o__Bacteroidales (UID2621),198,427,260,153,267,7,0,0,0,65.54,2.02,28.57,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;s__Tannerella forsythia_A,GCF_003860135.1,95.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;s__Tannerella forsythia_A,98.28,0.833,,,,,,,ani_screen,classification based on ANI only,GCF_001006485.1; s__Tannerella forsythia; 95.0; 89.42; 0.514; GCF_030528505.1; s__Tannerella sp030528505; 95.0; 92.4; 0.657,,,,
MEGAHIT-MetaBAT2Refined-MV_082.24.fa.gz,MV_082,NHM Vienna,Meles meles,,,1981,Austria,,,MEGAHIT-MetaBAT2Refined-MV_082.24.fa.gz,bacteria_odb10,74.2,73.4,0.8,4.8,21.0,124,MEGAHIT-MetaBAT2Refined-MV_082.24.fa.gz,237,237,127,63,10,2,1976116,1976116,1651754,1188310,352532,103953,237,53591,1976116,46.05,13353,6673,46,98,0.0,1 + 1 part,,0.0,0.128,0.2889704641350211,0.208,0.336,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_082.24.fa.gz,c__Clostridia (UID1118),387,223,124,46,175,2,0,0,0,88.51,0.67,0.0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__DTU024;s__,,,,,,,,,,,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__DTU024;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,77.82,11.0,0.91763,
MEGAHIT-MetaBAT2Refined-MV_082.26.fa.gz,MV_082,NHM Vienna,Meles meles,,,1981,Austria,,,MEGAHIT-MetaBAT2Refined-MV_082.26.fa.gz,bacteria_odb10,72.6,72.6,0.0,10.5,16.9,124,MEGAHIT-MetaBAT2Refined-MV_082.26.fa.gz,540,540,168,37,0,0,2469333,2469333,1413347,501929,0,0,540,22893,2469333,63.25,5756,3484,135,273,0.0,0 + 1 part,,0.0,0.14475,0.1918592592592592,0.1845,0.22725,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_082.26.fa.gz,k__Bacteria (UID209),5443,105,59,6,97,2,0,0,0,92.22,3.39,50.0,d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Aminobacteriaceae;g__CAJPSE01;s__CAJPSE01 sp003860125,GCF_003860125.1,95.0,d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Aminobacteriaceae;g__CAJPSE01;s__CAJPSE01 sp003860125,98.75,0.852,,,,,,,ani_screen,classification based on ANI only,,,,,
MEGAHIT-MetaBAT2Refined-MV_082.2.fa.gz,MV_082,NHM Vienna,Meles meles,,,1981,Austria,,,MEGAHIT-MetaBAT2Refined-MV_082.2.fa.gz,bacteria_odb10,79.0,78.2,0.8,8.1,12.9,124,MEGAHIT-MetaBAT2Refined-MV_082.2.fa.gz,716,716,259,66,0,0,3538613,3538613,2178301,857989,0,0,716,21633,3538613,46.63,6266,3760,186,370,0.0,0 + 0 part,,0.008,0.13375,0.1959664804469273,0.183,0.232,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_082.2.fa.gz,k__Bacteria (UID2570),433,273,183,33,229,11,0,0,0,90.56,3.73,18.18,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Petrimonas;s__,,,,,,GCA_002356435.2,95.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Petrimonas;s__Petrimonas sp002356435,89.58,0.404,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Petrimonas;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCA_022840285.1; s__Petrimonas sp022840285; 95.0; 87.26; 0.28,78.49,11.0,0.99327,
MEGAHIT-MetaBAT2Refined-MV_082.30.fa.gz,MV_082,NHM Vienna,Meles meles,,,1981,Austria,,,MEGAHIT-MetaBAT2Refined-MV_082.30.fa.gz,bacteria_odb10,37.1,37.1,0.0,8.9,54.0,124,MEGAHIT-MetaBAT2Refined-MV_082.30.fa.gz,272,272,37,5,0,0,890767,890767,262869,62109,0,0,272,15005,890767,37.16,3625,2415,81,155,0.0,0 + 0 part,,0.0,0.141,0.2354044117647059,0.2045,0.27875,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_082.30.fa.gz,k__Bacteria (UID203),5449,104,58,33,66,5,0,0,0,57.07,5.49,80.0,d__Bacteria;p__Patescibacteria;c__JAEDAM01;o__Absconditabacterales;f__Absconditicoccaceae;g__HOT-345;s__,,,,,,,,,,,d__Bacteria;p__Patescibacteria;c__JAEDAM01;o__Absconditabacterales;f__Absconditicoccaceae;g__HOT-345;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,45.16,4.0,0.95051,
MEGAHIT-MetaBAT2Refined-MV_082.6.fa.gz,MV_082,NHM Vienna,Meles meles,,,1981,Austria,,,MEGAHIT-MetaBAT2Refined-MV_082.6.fa.gz,bacteria_odb10,91.9,90.3,1.6,4.8,3.3,124,MEGAHIT-MetaBAT2Refined-MV_082.6.fa.gz,491,491,190,63,2,0,2687120,2687120,1754082,862910,58981,0,491,33475,2687120,46.74,6914,4314,122,247,0.0,1 + 0 part,,0.0,0.143,0.2101649694501018,0.197,0.245,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_082.6.fa.gz,k__Bacteria (UID2569),434,278,186,18,253,7,0,0,0,91.49,3.23,14.29,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__Limimorpha;s__Limimorpha sp029983675,GCA_029983675.1,95.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__Limimorpha;s__Limimorpha sp029983675,99.69,0.879,,,,,,,ani_screen,classification based on ANI only,,,,,
MEGAHIT-MetaBAT2Refined-MV_082.9.fa.gz,MV_082,NHM Vienna,Meles meles,,,1981,Austria,,,MEGAHIT-MetaBAT2Refined-MV_082.9.fa.gz,bacteria_odb10,67.7,67.7,0.0,11.3,21.0,124,MEGAHIT-MetaBAT2Refined-MV_082.9.fa.gz,616,616,98,11,0,0,2174983,2174983,694219,131529,0,0,616,14673,2174983,60.45,3913,2723,187,356,0.0,0 + 0 part,,0.003,0.108,0.1552288961038961,0.149,0.192,0.683,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_082.9.fa.gz,o__Actinomycetales (UID1809),267,400,222,81,307,12,0,0,0,80.79,2.75,33.33,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__,,,,,,GCF_030532715.1,95.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium sp030532715,,,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCF_030408595.1; s__Corynebacterium canis; 95.0; 85.45; 0.161,70.65,11.0,0.98938,
MEGAHIT-MaxBin2Refined-MV_066.003.fa.gz,MV_066,NHM Vienna,Meles meles,male,,1988,Austria,,,MEGAHIT-MaxBin2Refined-MV_066.003.fa.gz,bacteria_odb10,90.3,87.9,2.4,2.4,7.3,124,MEGAHIT-MaxBin2Refined-MV_066.003.fa.gz,564,564,200,77,9,1,3032790,3032790,2162344,1294478,287739,53451,564,53451,3032790,35.18,8747,4290,101,225,0.0,2 + 0 part,,0.0,0.166,0.2397907801418439,0.211,0.27,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-MV_066.003.fa.gz,p__Bacteroidetes (UID2605),350,316,210,19,281,15,1,0,0,95.32,4.83,27.78,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__,,,,,,GCF_000379185.1,95.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga cynodegmi,91.21,0.712,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCF_002302635.1; s__Capnocytophaga stomatis; 95.0; 85.41; 0.365; GCF_009684755.1; s__Capnocytophaga felis; 95.0; 84.37; 0.34,82.01,11.0,0.99299,Genome not assigned to closest species as it falls outside its pre-defined ANI radius
MEGAHIT-MaxBin2Refined-MV_066.025.fa.gz,MV_066,NHM Vienna,Meles meles,male,,1988,Austria,,,MEGAHIT-MaxBin2Refined-MV_066.025.fa.gz,bacteria_odb10,67.7,66.9,0.8,12.9,19.4,124,MEGAHIT-MaxBin2Refined-MV_066.025.fa.gz,488,488,82,15,0,0,1549395,1549395,625788,177365,0,0,488,16119,1549395,57.48,3932,2323,116,242,0.0,0 + 0 part,,0.0,0.17275,0.4776844262295082,0.364,0.9855,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-MV_066.025.fa.gz,o__Actinomycetales (UID1572),580,286,171,61,210,15,0,0,0,81.86,6.53,6.67,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Canibacter;s__,,,,,,GCF_003859945.1,95.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Canibacter;s__Canibacter sp003859945,87.83,0.432,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Canibacter;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,,70.21,11.0,0.99641,
MEGAHIT-MaxBin2Refined-MV_066.026.fa.gz,MV_066,NHM Vienna,Meles meles,male,,1988,Austria,,,MEGAHIT-MaxBin2Refined-MV_066.026.fa.gz,bacteria_odb10,66.9,66.9,0.0,14.5,18.6,124,MEGAHIT-MaxBin2Refined-MV_066.026.fa.gz,692,692,108,20,0,0,2215287,2215287,883388,274595,0,0,692,22582,2215287,42.78,3931,2320,159,338,0.0,1 + 0 part,,0.0,0.13675,0.4103482658959538,0.279,0.67325,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-MV_066.026.fa.gz,o__Pseudomonadales (UID4679),87,674,364,99,534,40,1,0,0,86.24,5.56,41.86,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella;s__,,,,,,GCF_002224245.2,95.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella;s__Moraxella sp002224245,92.91,0.674,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,,74.1,11.0,0.99649,Genome not assigned to closest species as it falls outside its pre-defined ANI radius
MEGAHIT-MaxBin2Refined-MV_066.036.fa.gz,MV_066,NHM Vienna,Meles meles,male,,1988,Austria,,,MEGAHIT-MaxBin2Refined-MV_066.036.fa.gz,bacteria_odb10,45.2,45.2,0.0,11.3,43.5,124,MEGAHIT-MaxBin2Refined-MV_066.036.fa.gz,556,556,1,0,0,0,906538,906538,7060,0,0,0,556,7060,906538,34.77,1614,1288,197,356,0.0,0 + 0 part,,0.0,0.142,0.4720899280575539,0.3545,0.825,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-MV_066.036.fa.gz,k__Bacteria (UID2329),174,149,89,60,86,3,0,0,0,53.3,1.8,0.0,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Pseudoleptotrichia;s__Pseudoleptotrichia sp030532815,GCA_030532815.1,95.0,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Pseudoleptotrichia;s__Pseudoleptotrichia sp030532815,96.46,0.719,,,,,,,ani_screen,classification based on ANI only,,,,,
